it,vec_G  0 nan
it,vec_G  1 nan
it,vec_G  2 nan
it,vec_G  3 nan
it,vec_G  4 nan
it,vec_G  5 nan
it,vec_G  6 nan
it,vec_G  7 nan
it,vec_G  8 nan
it,vec_G  9 nan
it,vec_G  10 nan
it,vec_G  11 nan
it,vec_G  12 nan
it,vec_G  13 nan
it,vec_G  14 nan
it,vec_G  15 nan
